#Measure:		Geant:		SRIM:	
#x	y	x	y	x	y
1.091	-0.005	1.121	0.009	1.124	0.002
28.129	2.487	11.263	0.830	11.363	0.424
38.072	3.191	28.165	1.760	28.103	1.200
50.967	3.993	38.021	2.289	38.062	1.579
80.678	5.507	51.013	2.938	50.918	2.210
120.342	7.493	80.714	4.399	80.746	3.403
159.976	9.103	120.327	6.159	120.334	5.157
		159.993	7.794	159.899	6.658
